CONTROLN,HIT,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,LONGEVITY,AGE,RAMNTALL,NGIFTALL,AVGGIFT,PROP_RESP_CARDPROM,HHAGE3,HV2,HVP4,IC5,EC4
107389,0,0,33,30,30,10,6,3,167,49.0,3.0,1.2,2.5,0.2222222222222222,42,297,4,9109,39
107406,0,0,0,0,0,0,0,0,155,49.0,8.63,2.2,3.9227272727,0.3333333333333333,34,378,4,9062,39
107432,0,0,32,22,36,8,6,2,71,69.0,0.75,0.2,3.75,0.2,34,397,5,10662,44
107484,5,0,23,36,29,4,2,2,179,77.0,1.96,2.3,0.85217391304,0.65625,11,423,6,9077,44
107512,0,0,36,24,23,5,5,3,167,49.0,3.83,1.5,2.5533333333000003,0.48148148148148145,10,660,21,13493,34
107514,0,0,34,26,39,8,4,4,179,49.0,2.39,4.5,0.53111111111,0.625,25,562,14,12017,35
107553,0,0,19,41,20,6,13,1,119,72.0,2.7958,2.2,1.2708181818,0.4583333333333333,8,1054,71,15433,8
107578,2,0,28,39,34,7,0,1,155,49.0,1.355,4.5,0.30111111111,0.8571428571428571,29,260,2,11961,38
107594,0,0,31,24,31,6,6,2,83,31.0,1.15,0.3,3.8333333332999997,0.1875,28,416,7,11580,33
107616,0,0,19,39,25,6,4,2,71,49.0,0.5,0.2,2.5,0.16666666666666666,20,434,8,10603,24
107697,0,0,31,18,47,14,2,3,179,49.0,4.58,2.5,1.832,0.45454545454545453,37,278,3,10749,39
107727,0,0,35,29,36,8,5,3,179,56.0,2.27,4.3,0.52790697674,0.59375,25,486,13,12452,38
107740,0,0,33,20,43,12,4,1,179,49.0,1.68,4.5,0.37333333333,0.71875,38,339,4,10400,38
107778,0,0,28,23,36,10,1,2,179,71.0,2.8,1.8,1.5555555556,0.4,31,315,6,10602,35
107787,25,0,34,38,39,10,6,2,179,77.0,0.94,2.2,0.42727272727,0.6111111111111112,31,549,27,11506,36
107793,13,0,35,25,43,23,3,10,179,60.0,1.54,3.3,0.46666666667,0.46875,35,403,6,11065,41
107811,0,0,25,22,47,12,4,3,119,49.0,1.45,0.6,2.4166666667,0.045454545454545456,27,341,4,10273,36
107821,1,0,37,22,44,13,12,2,179,17.0,2.25,1.1,2.0454545455,0.22580645161290322,42,200,1,7134,30
107835,0,0,36,16,44,13,4,4,179,49.0,2.8,3.3,0.84848484848,0.6363636363636364,34,293,3,10040,37
107838,0,0,26,32,31,6,1,2,143,49.0,3.17,4.9,0.64693877551,0.75,26,472,13,12638,45
107843,4,0,33,19,36,8,2,2,179,66.0,1.4001,3.1,0.45164516129,0.45161290322580644,29,853,56,20834,24
107895,2,0,17,55,33,3,8,0,155,49.0,1.34,4.2,0.31904761905,0.5862068965517241,10,675,39,10918,32
107898,1,0,28,25,50,8,0,0,179,83.0,2.28,2.9,0.78620689655,0.5294117647058824,31,851,43,15510,18
107899,8,0,26,12,57,3,2,5,179,48.0,1.9,2.9,0.65517241379,0.5161290322580645,30,879,60,13485,30
107909,0,0,27,20,63,8,6,6,131,49.0,3.21,2.3,1.3956521739,0.48148148148148145,44,935,76,20137,27
107919,6,0,27,20,63,8,6,6,179,68.0,1.44,3.6,0.4,0.6428571428571429,44,935,76,20137,27
108106,15,2,18,15,15,5,9,0,119,6.0,0.91,1.0,0.9099999999999999,0.1875,10,658,24,6453,40
108115,14,2,29,47,11,7,7,5,179,61.0,2.92,2.2,1.3272727273,0.3939393939393939,7,807,60,15880,26
108129,0,0,14,8,68,5,0,3,167,6.0,1.7025,2.6,0.6548076923099999,0.3333333333333333,14,1656,96,22319,25
108176,1,0,35,32,14,5,5,1,179,40.0,2.36,3.0,0.78666666667,0.625,5,1103,99,21036,35
108203,0,3,19,41,21,6,3,6,95,49.0,1.55,0.5,3.1,0.10526315789473684,6,760,46,10913,35
108215,1,1,26,70,14,12,4,4,179,46.0,1.31,2.2,0.5954545454500001,0.7142857142857143,6,760,46,10913,35
108269,0,0,0,0,0,0,0,0,71,49.0,0.5,0.2,2.5,0.18181818181818182,0,0,0,1500,0
108287,1,0,11,31,21,11,3,3,155,70.0,4.62,4.7,0.9829787233999999,0.6206896551724138,8,426,8,4733,23
108320,6,0,26,26,28,0,2,0,179,72.0,3.05,2.6,1.1730769230999998,0.2647058823529412,16,2442,93,18686,23
108344,7,0,23,10,48,3,0,0,71,17.0,0.26,0.2,1.3,0.125,24,3462,96,28323,7
108371,0,0,22,22,33,12,5,9,71,83.0,1.45,0.6,2.4166666667,0.23076923076923078,24,799,42,10888,21
108429,3,0,33,24,76,5,4,0,131,7.0,0.755,1.3,0.58076923077,0.5384615384615384,40,727,33,11546,21
108454,0,1,31,35,39,7,2,2,131,53.0,2.25,0.6,3.75,0.043478260869565216,14,791,45,10760,41
108503,0,0,19,11,38,13,11,2,167,40.0,2.8,2.4,1.1666666667,0.34375,25,594,19,8422,35
108532,6,0,23,26,26,6,7,5,179,36.0,3.81,2.0,1.905,0.3939393939393939,26,435,12,5307,24
108591,0,0,43,38,42,4,11,4,179,45.0,3.69,3.0,1.23,0.5882352941176471,26,815,66,17664,27
108604,0,0,29,6,54,8,3,3,107,39.0,3.8,0.8,4.75,0.13636363636363635,0,0,0,0,0
108616,2,0,35,8,56,10,16,0,71,39.0,0.5,0.2,2.5,0.18181818181818182,9,498,10,4634,40
108648,0,0,21,29,29,7,10,0,179,80.0,2.5,4.4,0.56818181818,0.65625,22,581,24,8003,36
108682,8,0,21,29,21,10,7,7,119,47.0,2.88,1.9,1.5157894737000002,0.43478260869565216,10,460,9,7148,34
108696,0,0,21,15,30,5,7,0,179,65.0,3.79,4.6,0.8239130434799999,0.6470588235294118,15,551,18,8663,33
108771,1,0,34,14,53,7,6,1,179,49.0,0.955,2.3,0.4152173913,0.6206896551724138,34,393,8,8550,39
108780,0,0,35,32,35,10,7,2,167,42.0,5.13,1.9,2.7,0.25806451612903225,21,672,32,10287,35
108818,0,0,23,31,35,8,15,3,179,82.0,5.375,6.1,0.88114754098,0.75,27,453,11,7228,34
108840,0,1,31,33,33,7,6,2,83,17.0,0.28,0.8,0.35,0.25,13,620,28,10968,40
108854,1,1,23,39,7,5,5,1,119,39.0,0.67,1.8,0.37222222222,0.6,3,1334,89,20455,13
108855,1,3,25,32,21,6,9,1,179,16.0,3.08,1.7,1.8117647059,0.52,19,1056,60,15857,16
108865,1,1,34,33,25,9,5,4,119,31.0,3.65,1.8,2.0277777778,0.4,13,798,44,11061,32
108875,0,0,23,28,15,2,9,3,143,75.0,3.0,1.6,1.875,0.2222222222222222,17,668,30,9129,34
108918,0,2,37,32,29,6,6,4,179,16.0,2.88,3.4,0.84705882353,0.6363636363636364,21,510,6,10547,36
108928,10,0,28,30,31,8,6,5,71,49.0,0.75,0.3,2.5,0.08333333333333333,32,508,12,11162,31
108933,0,0,36,24,32,8,3,4,179,49.0,4.56,2.1,2.171428571400001,0.42424242424242425,21,775,44,10704,32
108961,0,0,38,32,34,5,5,5,83,49.0,3.67,2.5,1.468,0.4444444444444444,19,1372,92,20727,17
108972,1,0,0,0,0,0,0,0,119,84.0,0.81,1.9,0.42631578947,0.6,8,1296,87,12548,24
109034,5,0,18,43,29,11,11,1,143,81.0,1.97,3.1,0.63548387097,0.6896551724137931,10,771,46,14107,29
109069,9,0,37,13,42,14,2,0,167,81.0,0.85,1.6,0.53125,0.6666666666666666,40,936,44,16606,22
109093,0,0,34,53,10,5,3,1,155,54.0,2.32,0.9,2.5777777778,0.12903225806451613,13,715,36,12467,27
109098,0,0,24,36,31,7,5,1,71,41.0,1.25,0.5,2.5,0.15384615384615385,20,465,12,6258,36
109118,0,0,25,6,54,1,5,7,83,49.0,1.1,0.3,3.6666666667000003,0.058823529411764705,25,714,35,15554,30
109163,4,2,12,16,67,7,0,4,179,42.0,2.88,3.9,0.73846153846,0.5142857142857142,32,490,16,6781,39
109174,0,0,21,35,39,6,6,2,83,45.0,2.1,0.7,3.0,0.4166666666666667,22,432,11,7086,35
109175,0,0,21,35,39,6,6,2,167,56.0,1.81,4.0,0.4525,0.5806451612903226,22,432,11,7086,35
109196,0,0,23,26,35,7,5,1,179,49.0,1.84,3.1,0.5935483871000001,0.5714285714285714,0,550,0,5572,24
109240,0,0,17,32,39,5,4,2,155,59.0,1.77,2.8,0.6321428571400001,0.6071428571428571,21,514,18,7560,31
109241,1,0,7,36,39,16,7,0,155,16.0,1.29,1.5,0.86,0.35714285714285715,41,430,10,6233,30
109267,0,0,0,0,0,0,0,0,83,73.0,1.05,0.4,2.625,0.125,17,1837,81,24809,18
109317,2,0,32,32,31,7,7,2,83,17.0,0.545,1.3,0.41923076923,0.6,17,959,53,15846,28
109363,0,1,33,46,12,4,12,0,143,65.0,1.85,3.2,0.578125,0.625,11,663,30,9584,41
109371,0,0,0,0,0,0,0,0,107,59.0,1.6,0.5,3.2,0.2,8,499,12,8384,32
109415,0,0,33,34,35,6,13,6,71,49.0,1.73,0.7,2.4714285714000006,0.2,25,352,7,8177,41
109425,0,1,30,29,27,6,4,2,167,72.0,2.32,0.8,2.9,0.1,22,379,7,8382,39
109451,2,0,21,59,19,4,7,1,179,39.0,2.61,3.6,0.725,0.4594594594594595,12,593,27,10899,41
109480,0,0,21,34,26,5,16,3,179,67.0,2.94,1.8,1.6333333333,0.1935483870967742,16,492,11,9463,35
109502,4,2,11,26,43,8,25,7,119,62.0,2.01,0.8,2.5125,0.09090909090909091,29,531,21,8440,25
109529,0,0,53,10,71,7,6,0,119,49.0,1.05,0.4,2.625,0.05,45,600,17,11194,34
109540,7,2,35,38,24,2,6,4,179,68.0,2.65,4.1,0.6463414634099999,0.7096774193548387,15,660,34,9596,34
109543,0,0,23,31,22,7,7,1,59,49.0,0.6,0.2,3.0,0.16666666666666666,18,693,36,10188,43
109594,0,0,16,24,53,0,13,6,71,49.0,0.7,0.2,3.5,0.16666666666666666,32,383,10,4356,37
109598,0,0,19,49,36,5,18,10,83,44.0,1.26,0.5,2.52,0.1875,14,728,26,5015,20
109610,0,0,25,29,45,5,10,3,119,44.0,1.5,0.4,3.75,0.15384615384615385,26,597,24,10353,40
109629,2,0,39,77,7,2,11,2,167,37.0,5.74,2.8,2.05,0.6129032258064516,17,759,53,11120,34
109646,0,0,35,21,33,3,8,3,119,45.0,3.41,3.6,0.9472222222200001,0.5652173913043478,17,769,36,12509,43
109648,0,2,12,26,74,4,10,0,155,34.0,3.3,1.3,2.5384615385,0.22580645161290322,11,996,53,14024,33
109678,8,0,20,13,26,10,6,3,155,58.0,3.14,1.7,1.8470588235,0.41379310344827586,22,553,18,7036,32
109680,0,0,23,30,28,6,10,4,179,72.0,2.3607,3.1,0.76151612903,0.5151515151515151,24,690,34,12186,40
109698,1,0,35,22,28,8,8,2,71,57.0,0.55,0.2,2.75,0.2222222222222222,15,840,62,16933,30
109710,0,0,35,22,28,8,8,2,179,55.0,2.04,3.3,0.61818181818,0.5625,15,840,62,16933,30
109722,0,0,8,0,71,26,9,0,179,7.0,1.665,1.7,0.97941176471,0.5161290322580645,39,310,2,4578,18
109756,1,0,41,35,25,7,12,0,143,70.0,2.87,2.6,1.1038461538,0.44,39,1050,70,21330,18
109787,0,0,31,30,39,6,4,3,155,80.0,3.63,2.2,1.65,0.4827586206896552,19,783,47,13045,33
109789,21,0,41,15,67,2,17,3,155,77.0,1.045,1.4,0.74642857143,0.6,38,1474,99,29695,8
109797,0,0,21,38,38,1,30,0,179,77.0,1.75,5.2,0.33653846154,0.71875,17,1036,31,19454,18
109846,0,0,25,29,38,13,13,0,107,35.0,3.69,2.3,1.6043478261000002,0.3333333333333333,15,477,10,6237,33
109932,2,1,22,30,11,2,6,2,167,65.0,3.04,3.6,0.84444444444,0.45454545454545453,6,718,28,13864,30
109936,0,0,28,47,18,11,7,2,71,25.0,0.5,0.2,2.5,0.0,7,653,23,11139,48
110035,11,0,35,20,25,5,7,3,179,7.0,5.54,3.2,1.73125,0.48484848484848486,24,419,5,10110,37
110052,0,0,25,29,41,5,7,2,179,73.0,2.02,3.9,0.51794871795,0.7352941176470589,30,408,10,8029,37
110069,0,0,33,25,47,6,7,1,179,49.0,2.91,2.4,1.2125,0.4,33,447,14,10835,32
110073,0,0,29,29,39,13,12,1,179,69.0,2.64,2.8,0.94285714286,0.5,32,519,22,9328,35
110109,10,6,22,40,8,6,3,4,131,17.0,1.19,2.1,0.56666666667,0.44,26,276,1,5707,34
110163,3,3,37,25,38,0,5,3,119,46.0,2.75,2.3,1.1956521739000001,0.4782608695652174,26,665,25,17582,35
110178,6,0,39,23,65,4,5,1,119,57.0,2.44,0.8,3.05,0.26666666666666666,37,359,1,9536,59
110182,16,0,22,51,16,10,5,0,167,77.0,1.51,0.6,2.5166666667,0.16,35,268,0,5377,29
110187,0,0,54,16,38,15,1,0,179,72.0,2.05,4.7,0.43617021277,0.8,24,420,1,14150,48
110192,1,3,37,45,32,18,8,3,131,79.0,2.08,2.9,0.71724137931,0.56,25,517,15,9575,27
110201,1,16,27,44,13,3,5,5,71,40.0,0.55,0.2,2.75,0.0,6,450,2,7634,47
110228,0,1,52,44,30,4,4,5,83,49.0,2.4,0.9,2.6666666667,0.25,27,410,8,9238,32
110288,0,0,36,46,21,7,5,1,155,54.0,3.335,3.7,0.90135135135,0.5666666666666667,16,868,61,14484,43
110320,4,0,29,12,63,12,14,3,179,72.0,2.88,1.2,2.4,0.25806451612903225,21,750,29,23371,17
110326,0,0,24,29,33,9,11,2,71,49.0,0.65,0.2,3.25,0.0,22,383,6,5844,28
110336,0,0,24,29,33,9,11,2,179,37.0,3.79,2.8,1.3535714286,0.48484848484848486,17,521,18,9488,35
110353,32,1,29,46,9,3,8,2,155,74.0,1.77,0.7,2.5285714286,0.13333333333333333,8,842,40,16801,25
110415,0,0,19,23,44,10,58,2,143,74.0,1.55,0.6,2.5833333333,0.2222222222222222,21,693,34,7708,12
110430,0,0,25,26,41,8,7,1,131,75.0,3.1,1.3,2.3846153846,0.23076923076923078,30,409,12,8724,36
110448,0,0,22,24,37,10,8,1,131,40.0,2.75,1.5,1.8333333333,0.2692307692307692,28,436,12,7688,29
110461,0,1,11,22,44,6,27,3,119,60.0,1.37,2.3,0.5956521739099998,0.6086956521739131,15,607,27,9971,22
110467,0,0,18,23,36,6,21,2,179,7.0,1.66,2.0,0.8300000000000001,0.375,18,713,35,7676,20
110468,0,0,18,19,58,6,40,8,179,69.0,2.72,2.3,1.1826086957000002,0.5161290322580645,31,455,13,10523,40
110529,0,0,35,6,31,13,2,0,119,17.0,1.22,1.8,0.67777777778,0.2727272727272727,18,462,13,10073,39
110536,1,0,35,29,42,17,2,0,155,76.0,1.33,4.7,0.28297872339999997,0.7241379310344828,23,786,48,12429,42
110564,6,6,25,18,58,12,3,5,179,16.0,2.6601,2.7,0.98522222222,0.3939393939393939,38,775,35,12047,23
110637,0,0,24,22,41,9,8,1,119,69.0,1.45,0.6,2.4166666667,0.13043478260869565,32,503,18,9042,35
110655,3,6,33,63,18,10,5,9,179,53.0,2.0325,3.0,0.6775,0.4411764705882353,11,765,49,13282,23
110673,2,0,34,26,23,9,1,1,119,6.0,1.23,0.8,1.5375,0.18181818181818182,17,427,3,10196,46
110695,0,0,30,21,41,7,9,3,131,50.0,1.05,3.7,0.28378378377999997,0.6923076923076923,29,428,10,9077,32
110731,0,1,23,29,28,12,11,0,179,49.0,1.14,3.0,0.38,0.3548387096774194,33,474,17,8206,32
110739,3,0,25,31,17,14,9,2,71,57.0,0.59,1.3,0.45384615385,0.7272727272727273,19,522,13,6976,36
110768,0,0,27,34,34,10,5,7,179,73.0,3.1,1.6,1.9375,0.28125,27,390,7,7484,37
110838,11,0,40,35,59,4,10,3,179,55.0,2.65,3.2,0.828125,0.6060606060606061,36,665,24,12271,28
110847,0,0,22,26,24,4,5,0,179,49.0,2.875,5.5,0.52272727273,0.78125,24,470,12,10482,40
110866,1,0,30,37,47,7,3,0,71,73.0,0.91,0.3,3.0333333333000003,0.09090909090909091,26,416,11,8570,30
110868,0,0,22,28,36,7,13,2,179,7.0,0.4525,2.4,0.18854166667,0.6842105263157895,22,572,18,10394,28
110876,0,0,23,39,27,7,5,2,179,49.0,1.05,1.7,0.61764705882,0.7692307692307693,31,344,6,7860,29
110910,0,1,28,29,33,4,6,5,179,49.0,4.75,2.7,1.7592592592999998,0.45454545454545453,23,432,9,12283,56
110912,6,0,30,47,20,6,5,2,59,64.0,0.5,0.2,2.5,0.16666666666666666,13,581,32,10064,29
110934,0,0,52,9,76,3,9,0,155,49.0,1.86,3.0,0.62,0.5,57,652,28,21305,33
110938,8,0,30,23,41,5,3,1,167,67.0,3.86,3.2,1.20625,0.5757575757575758,26,437,14,9531,40
110987,0,0,28,39,31,7,6,3,143,71.0,1.245,2.8,0.44464285714,0.6071428571428571,27,415,11,9601,34
111016,0,0,22,22,42,2,5,2,179,85.0,6.6,6.2,1.064516129,1.0909090909090908,28,311,3,9354,36
111057,0,0,33,23,38,6,2,2,83,49.0,0.97,0.4,2.425,0.125,21,628,24,10030,26
111068,30,0,36,23,40,5,4,2,155,49.0,3.58,2.2,1.6272727273,0.3793103448275862,51,802,37,16079,35
111070,0,0,59,3,57,4,0,7,167,49.0,5.07,2.0,2.535,0.4,32,364,5,7087,31
111085,0,0,33,22,59,5,0,4,83,49.0,1.5,0.3,5.0,0.0625,27,901,33,9657,39
111087,0,0,56,9,74,5,4,2,95,65.0,1.24,1.8,0.68888888889,0.6111111111111112,61,972,64,18381,33
111108,0,0,27,35,54,2,14,0,179,16.0,1.82,1.8,1.0111111111,0.2903225806451613,41,534,12,11892,34
111139,5,0,29,19,47,8,3,6,179,49.0,2.98,2.2,1.3545454545,0.34375,50,541,11,10654,29
111174,0,0,40,28,42,5,7,2,131,49.0,1.46,2.9,0.5034482758600001,0.5769230769230769,41,476,13,9281,33
111183,0,1,27,19,35,8,2,0,179,75.0,2.99,2.2,1.3590909090999999,0.3939393939393939,8,1586,94,18635,24
111197,0,0,34,34,35,5,6,1,155,49.0,3.05,2.7,1.1296296296,0.5333333333333333,24,312,4,8692,33
111282,1,7,37,45,20,5,7,5,119,41.0,1.6,0.6,2.6666666667,0.08695652173913043,13,648,28,10779,41
111300,0,0,33,29,40,6,7,2,179,49.0,1.96,3.4,0.5764705882400001,0.5588235294117647,32,437,10,7822,35
111335,0,2,29,36,25,3,7,1,83,49.0,1.6,0.3,5.3333333333,0.1875,22,453,7,8035,37
111344,1,1,37,33,43,6,4,1,179,66.0,1.67,3.3,0.5060606060599999,0.4,7,902,87,15674,23
111370,0,19,39,36,0,4,2,6,155,49.0,6.51,2.4,2.7125,0.36666666666666664,10,369,1,7954,34
111384,0,0,36,25,39,3,7,2,71,51.0,1.07,0.3,3.5666666667,0.16666666666666666,22,573,20,10108,33
111424,0,1,30,32,38,5,9,2,179,41.0,2.74,4.6,0.5956521739099998,0.6333333333333333,30,432,9,9189,39
111470,2,0,29,41,18,8,8,10,71,49.0,0.49,0.2,2.45,0.14285714285714285,16,819,55,17661,25
111474,1,0,39,26,32,12,0,3,131,56.0,2.41,3.3,0.7303030303,0.5,16,432,1,10726,49
111479,0,4,34,27,34,5,9,3,71,57.0,0.6,0.2,3.0,0.09090909090909091,14,524,7,12154,40
111480,0,0,24,29,33,7,6,0,83,39.0,1.07,0.4,2.675,0.16666666666666666,15,714,34,12681,44
111485,7,4,34,27,34,5,9,3,107,49.0,2.07,0.7,2.9571428571,0.3,36,412,9,8563,35
111499,20,5,41,55,16,6,4,19,131,45.0,1.7,0.7,2.4285714285999997,0.09523809523809523,10,671,25,16843,35
111575,0,0,41,55,26,3,14,1,167,71.0,2.89,2.3,1.2565217390999999,0.4827586206896552,15,463,12,10806,52
111585,0,0,43,26,44,2,12,2,59,58.0,0.5,0.2,2.5,0.25,18,2452,92,37866,7
111710,8,0,25,29,41,2,9,4,143,41.0,2.7,1.9,1.4210526315999998,0.3333333333333333,19,1044,73,20908,14
111717,5,0,25,29,41,2,9,4,83,61.0,1.52,0.5,3.04,0.058823529411764705,19,1044,73,20908,14
111748,17,0,0,0,0,0,0,0,143,17.0,1.4,2.0,0.7,0.48148148148148145,18,860,66,20034,21
111779,2,5,44,34,49,10,6,8,179,75.0,2.9607,4.6,0.6436304347799998,0.5882352941176471,20,1046,74,18890,15
111820,0,0,19,25,46,6,9,4,179,49.0,1.57,3.6,0.43611111111000006,0.5555555555555556,17,943,71,20459,34
111827,0,0,23,41,38,6,4,4,83,41.0,1.25,0.4,3.125,0.13333333333333333,25,639,27,8608,22
111842,0,0,23,22,40,5,7,2,155,85.0,3.97,2.5,1.588,0.5333333333333333,25,497,13,9172,36
111897,0,0,24,27,43,9,9,2,179,49.0,0.885,3.1,0.28548387097,0.5151515151515151,28,368,4,9125,35
111902,0,2,24,31,31,5,5,3,83,49.0,1.05,0.3,3.5,0.07692307692307693,26,623,30,10008,31
111926,2,0,29,21,27,4,3,2,107,7.0,0.65,0.5,1.3,0.06666666666666667,38,266,1,7839,29
111932,0,0,33,29,36,3,2,1,131,49.0,3.81,1.6,2.38125,0.4,29,275,2,7538,32
111949,0,0,24,32,33,5,3,1,143,49.0,1.52,3.3,0.46060606061,0.5666666666666667,25,368,4,8297,34
111967,8,0,48,20,26,4,6,2,167,36.0,1.74,3.7,0.47027027027,0.5161290322580645,24,367,3,10498,34
111972,0,0,43,8,44,7,12,10,179,49.0,5.46,4.5,1.2133333333,0.53125,26,602,18,11906,20
111984,0,1,32,28,43,4,5,1,179,49.0,0.9975,3.9,0.25576923077,0.6774193548387096,31,363,7,8901,36
111987,0,0,59,13,74,0,5,0,95,75.0,1.72,0.5,3.44,0.10526315789473684,14,880,57,14990,41
112003,0,1,39,23,53,3,4,2,83,80.0,0.75,0.3,2.5,0.0625,35,661,27,10941,33
112005,1,2,35,53,36,6,0,4,179,49.0,3.24,1.9,1.7052631579,0.25806451612903225,29,511,19,10054,49
112052,7,0,41,25,30,5,7,2,119,61.0,1.87,0.6,3.1166666666999996,0.09090909090909091,26,483,11,11179,40
112084,0,0,45,26,54,7,3,2,179,72.0,3.61,2.5,1.444,0.5483870967741935,32,752,40,12067,30
112108,18,0,27,32,37,7,7,4,179,49.0,6.7,5.4,1.2407407407000002,0.9411764705882353,30,423,7,7691,39
112141,9,0,39,9,76,0,3,6,131,46.0,3.15,2.0,1.575,0.375,43,468,9,9309,40
112162,0,0,55,11,60,5,3,2,179,67.0,3.83,3.0,1.2766666667000002,0.3939393939393939,48,561,18,11081,36
112168,0,0,36,23,51,8,10,0,119,49.0,2.78,1.5,1.8533333332999997,0.19047619047619047,35,345,0,7782,27
112175,0,0,17,32,14,6,11,5,71,49.0,0.55,0.2,2.75,0.0,13,680,37,10370,18
112185,0,0,40,27,33,15,17,0,167,67.0,2.37,2.9,0.8172413793099998,0.5,21,1016,57,20064,11
112199,3,0,32,26,37,3,6,2,83,64.0,2.43,0.8,3.0375,0.11764705882352941,21,871,48,14019,34
112259,15,1,24,33,43,6,4,1,155,49.0,2.565,1.0,2.565,0.19047619047619047,26,330,4,8219,36
112282,0,0,56,12,64,6,1,4,71,49.0,0.5,0.2,2.5,0.2222222222222222,30,725,35,11500,41
112290,0,0,28,28,43,6,5,1,179,46.0,0.725,2.4,0.30208333333000004,0.7058823529411765,32,752,40,12067,30
112345,0,0,0,0,0,0,0,0,155,78.0,2.95,1.6,1.84375,0.2413793103448276,20,641,28,11025,33
112359,4,0,28,27,30,4,3,1,179,78.0,2.45,1.0,2.45,0.2727272727272727,22,465,10,10683,35
112429,10,0,52,27,44,8,14,2,167,49.0,3.19,2.3,1.3869565217,0.48484848484848486,30,795,40,14834,27
112480,0,0,27,16,18,4,4,0,143,49.0,5.81,2.8,2.075,0.5,19,369,2,6895,24
112483,8,0,0,0,0,0,0,0,179,47.0,3.47,2.9,1.1965517240999999,0.5666666666666667,39,364,5,11507,25
112511,0,1,38,31,34,4,4,3,155,49.0,3.99,3.1,1.2870967742000001,0.5517241379310345,30,333,4,8220,27
112576,0,0,35,23,41,5,2,4,155,49.0,2.5,3.2,0.78125,0.5555555555555556,34,356,6,8626,33
112622,1,0,0,0,0,0,0,0,71,27.0,0.82,0.3,2.7333333333,0.09090909090909091,9,471,1,10283,29
112627,1,0,0,0,0,0,0,0,119,40.0,1.65,0.5,3.3,0.2,6,2517,98,45078,17
112629,0,0,0,0,0,0,0,0,131,59.0,2.25,0.7,3.2142857143,0.15384615384615385,6,2517,98,45078,17
112643,0,0,28,30,33,4,11,15,131,49.0,3.47,1.4,2.4785714285999996,0.2222222222222222,30,352,6,7821,41
112662,14,0,44,43,40,2,5,6,179,63.0,2.75,2.1,1.3095238095,0.375,18,763,38,14916,21
112708,0,0,32,35,30,7,10,3,71,49.0,0.5,0.2,2.5,0.09090909090909091,23,512,16,10466,28
112711,0,2,38,28,42,5,14,0,119,80.0,2.85,1.2,2.375,0.21739130434782608,9,660,37,14187,46
112713,20,0,32,29,11,8,9,4,155,71.0,3.11,2.5,1.244,0.41379310344827586,11,556,15,12455,25
112715,0,0,28,54,28,9,10,0,179,49.0,2.63,3.0,0.8766666666699999,0.46875,26,313,3,5728,22
112727,0,5,42,42,17,5,10,18,179,75.0,1.89,2.9,0.65172413793,0.3888888888888889,13,762,47,14262,25
112748,0,0,54,19,60,7,2,3,71,65.0,0.55,0.2,2.75,0.16666666666666666,44,804,48,14016,37
112755,0,0,28,54,17,6,10,4,131,49.0,2.14,2.9,0.7379310344800001,0.46153846153846156,8,1521,95,23862,18
112769,0,0,31,37,29,8,6,7,143,49.0,4.0,1.2,3.3333333332999997,0.2916666666666667,27,457,12,11467,33
112796,0,0,31,38,28,6,8,5,71,49.0,1.23,0.3,4.1,0.25,26,546,18,11375,33
112811,1,0,31,26,22,2,13,12,179,37.0,1.34,3.5,0.38285714286,0.5757575757575758,5,1018,78,17632,20
112826,0,3,38,49,19,6,9,14,179,49.0,2.43,3.0,0.8099999999999999,0.5185185185185185,15,648,30,12266,31
112848,0,0,31,42,50,8,9,0,179,49.0,1.5402,3.0,0.5134000000000001,0.5,34,396,7,10407,37
112850,4,0,29,30,45,6,5,1,179,38.0,3.22,1.6,2.0125,0.35294117647058826,1,1929,86,16041,16
112854,0,1,36,35,26,8,8,11,83,48.0,1.47,0.6,2.45,0.058823529411764705,20,505,17,11200,36
112861,0,0,25,38,44,4,0,8,179,62.0,4.88,5.4,0.9037037037000001,0.8484848484848485,44,369,5,7452,40
112869,0,0,30,36,33,5,14,3,179,50.0,2.33,4.1,0.56829268293,0.5806451612903226,22,323,3,9229,39
112898,0,1,33,42,25,8,13,4,179,80.0,2.49,4.1,0.6073170731699999,0.7096774193548387,16,502,13,10252,32
112930,0,0,26,57,10,4,19,2,179,57.0,3.59,2.5,1.436,0.42424242424242425,22,298,0,7035,25
112943,0,2,42,29,40,6,21,5,179,61.0,4.19,4.8,0.8729166666699999,0.7575757575757576,11,1127,65,17869,13
112954,2,0,32,27,25,8,8,2,179,72.0,1.33,2.2,0.60454545455,0.6956521739130435,33,533,12,12306,42
112967,0,0,30,35,28,7,11,3,179,49.0,1.65,3.4,0.48529411764999997,0.5,22,296,1,7678,24
112982,0,1,31,49,20,5,5,4,179,59.0,3.36,2.7,1.2444444444,0.5454545454545454,15,561,20,12841,31
113002,0,0,25,34,26,7,11,3,179,67.0,1.41,3.2,0.440625,0.7272727272727273,20,581,22,11660,40
113092,0,4,34,37,33,0,5,6,107,49.0,1.1,0.4,2.75,0.2,5,675,33,13115,29
113102,0,0,36,50,14,5,11,3,95,49.0,1.0,0.4,2.5,0.125,8,244,0,13703,28
113118,12,0,37,51,35,4,5,0,179,80.0,2.2,3.9,0.5641025641000001,0.5625,47,413,2,12580,40
